log_density
-10118.974874729776
-10087.469232719088
-10220.91506419914
-10151.210710509056
-10189.807988618944
-10156.523861796342
-10120.773359516597
-10095.889889147764
-10192.779771917827
-10117.38769699583
-10289.899231915433
-10093.347199682232
-10113.02369687699
-10071.261789541824
-10157.605751645391
-10133.630438246317
-10183.667412535511
-10180.282767561232
-10165.100064411456
-10138.546893534669
-10091.43634650069
-10142.480365970132
-10133.336491668037
-10146.537214354412
-10231.80214025754
-10170.67967261851
-10032.497371568672
-10093.579136194363
-10159.408723871351
-10187.02285098464
-10058.195809210187
-10157.160812008746
-10087.225429669234
-10138.576786079098
-10107.211124773978
-10137.663651794102
-10169.377515433222
-10075.984945811211
-10247.94161006691
-10124.937105151153
-10092.8747816666
-10168.910355014905
-10105.346130309876
-10104.146726958468
-10134.335202509017
-10129.630918380917
-10212.042353978317
-10140.609595756156
-10139.871709072035
-10148.042475599408
-10111.582868454103
-10114.204071818678
-10173.645283623286
-10087.054141849523
-10171.280116337934
-10149.543310673604
-10168.872011184938
-10157.821926229744
-10258.265710672396
-10118.873585026595
-10101.973092379569
-10103.152180734192
-10133.058857488875
-10183.320916600058
-10159.77208687404
-10229.1859530597
-10144.100732602714
-10083.992929729273
-10208.807253703413
-10139.437817309457
-10174.242489558563
-10114.971906222087
-10236.550653489365
-10183.699186519463
-10099.034204674417
-10062.851172880266
-10102.253247680423
-10112.250845015744
-10191.41345875362
-10085.938885635265
-10190.667594202303
-10130.22103717901
-10168.47166869173
-10182.407968320882
-10224.704019752618
-10119.722219290901
-10072.376934078513
-10140.064968428997
-10147.924228298027
-10129.878027355378
-10030.15756492639
-10138.344758527532
-10114.506693383113
-10205.331618410073
-10094.183160699797
-10165.663133556709
-10128.468358537382
-10026.638287758427
-10113.176415294398
-10198.639329608253
-10114.973309744124
-10177.17984613989
-10065.073348344511
-10119.119398341052
-10165.180511149338
-10114.357044215209
-10119.997978799367
-10162.01514672019
-10169.856334292554
-10141.383125259363
-10142.047884295425
-10109.426898194419
-10144.281462802901
-10165.26478289738
-10098.482451792044
-10119.8878593334
-10139.853840135242
-10095.28231583407
-10189.907339922447
-10109.46580821351
-10034.42913631074
-10092.412622197688
-10172.980062191466
-10140.788500710292
-10224.73603061025
-10196.40172600448
-10244.490340639966
-10171.060185617118
-10112.282240369315
-10237.434285355688
-10184.855344769103
-10138.002534277843
-10128.591026503902
-10143.384795843021
-10175.105688109237
-10088.284112335703
-10124.340045865178
-10154.20058938808
-10101.489860176203
-10213.832305534226
-10176.042972364294
-10200.742008324502
-10187.11450142425
-10103.636898614357
-10162.284535989493
-10169.008908143724
-10111.349099086703
-10165.454960663948
-10141.90826040461
-10108.848133661311
-10035.934696244289
-10164.138368396252
-10154.819236555137
-10127.264187160514
-10093.13727722655
-10175.013202484799
-10200.773830450104
-10191.400191512286
-10139.621017801972
-10103.730315795943
-10133.260268061542
-10104.600331895224
-10146.087756539167
-10119.126183033164
-10190.569751806974
-10148.706708791984
-10076.33151861151
-10129.603270670006
-10103.541966911072
-10183.803966156072
-10129.17196570021
-10195.562371030624
-10115.973879022538
-10234.908692831046
-10236.902692633295
-10236.463705000424
-10236.888434270211
-10235.873975701523
-10236.761299558448
-10236.14345325239
-10235.73518927856
-10235.409131798187
-10236.682335335003
-10236.645778990622
-10236.508921501776
-10233.62966179901
-10231.968716299329
-10231.694997428875
-10234.258471018853
-10235.094309047656
-10236.513800309694
-10236.265767280758
-10235.653742066945
-10234.880052276263
-10235.5370195506
-10238.482111487734
-10241.752188830864
-10177.942738702883
-10197.695792141894
-10115.620417395849
-10120.551916582015
-10173.509727693105
-10099.405703261911
-10142.096476368026
-10157.89864794788
-10083.089461930891
-10128.036293179266
-10186.785660258915
-10121.027262832882
-10158.716737238188
-10092.284124168289
-10073.681496361964
-10138.16131677559
-10045.364277376688
-10139.654332006414
-10185.73316339147
-10279.086455167944
-10223.48003683889
-10151.63508112746
-10106.458525387712
-10166.59789044457
-10159.411232428149
-10177.672543598408
-10133.43276276698
-10227.996063894407
-10102.766995993245
-10091.582083021884
-10155.557772707643
-10150.64331959632
-10227.812262331583
-10123.738740449297
-10193.3049483326
-10109.614582747326
-10175.12998843562
-10188.803982878875
-10162.381882905156
-10070.036393391161
-10132.823398815697
-10114.888404675252
-10144.093075017161
-10091.605451567524
-10143.324635857427
-10066.644865810726
-10153.710103734431
-10112.73005744493
-10113.39716394572
-10111.535451770711
-10113.270195598592
-10112.589520646508
-10112.99294781316
-10112.291416501608
-10112.596224120396
-10112.037805876675
-10112.2279708732
-10113.218575446412
-10112.813086981017
-10110.255420767644
-10110.640953719912
-10115.668098471157
-10112.562422575063
-10111.336897922807
-10110.67116665336
-10108.56349145935
-10107.853892110841
-10105.1466543078
-10107.887926477422
-10105.209977854945
-10101.870818113768
-10124.41503497418
-10150.79608095824
-10167.714247587572
-10155.857134074015
-10121.098657948309
-10150.683288611028
-10135.925786798525
-10049.142299492472
-10113.137273801407
-10119.671009286463
-10100.777594931968
-10172.277345365046
-10105.55344637682
-10092.128400720154
-10167.380444905752
-10213.968450399741
-10138.110449427306
-10118.282413900466
-10131.074667567162
-10146.592472923974
-10081.785767355537
-10133.059754989059
-10133.837027050828
-10131.803503165069
-10114.852745526414
-10192.557247590606
-10089.171712260075
-10030.746767997864
-10213.061098215196
-10127.381410456182
-10124.79087921702
-10154.901284598836
-10200.288390969708
-10154.529653810745
-10112.170921131023
-10115.816794196162
-10211.45016708699
-10068.895868444728
-10222.418168561562
-10148.294058436455
-10144.060061742164
-10170.21842162712
-10055.377551407162
-10117.952643249464
-10228.352315682834
-10183.420626291414
-10120.169096088255
-10167.797125583294
-10064.943895095246
-10190.306282000352
-10112.730568249994
-10099.694118139825
-10095.17634622058
-10150.163623869012
-10207.600159170262
-10072.513574538718
-10106.399230340954
-10103.459907477478
-10116.499385615138
-10120.586127915849
-10054.91095998779
-10100.159341994762
-10074.95625743716
-10182.870647434149
-10089.471706322536
-10122.215037139287
-10236.428096905043
-10148.949887087281
-10126.074179625422
-10159.437447076089
-10120.698242185792
-10127.70580168468
-10158.94697916403
-10178.853200449188
-10137.482646990311
-10099.042764806996
-10130.177575963313
-10152.059944565543
-10113.477991015381
-10162.420955718355
-10120.37020079212
-10177.544720320939
-10272.653935307037
-10152.561120017892
-10131.015788326113
-10150.230252991343
-10106.560769060583
-10157.42490722215
-10099.536977174928
-10112.953683162328
-10070.161044475535
-10114.255438200616
-10112.38065511378
-10134.397530788829
-10099.428939128009
-10069.450454997175
-10225.8739997199
-10110.086447455866
-10046.777666955875
-10188.237114671556
-10198.092681628843
-10132.01331704545
-10161.1206641321
-10132.989656243375
-10098.225136454686
-10166.23178976218
-10109.714513234048
-10139.083362439422
-10139.096924850623
-10141.418805743102
-10140.81779181339
-10141.062980328148
-10162.528259279754
-10108.16390633061
-10092.425395164772
-10179.702352288246
-10150.699409381594
-10156.667171452722
-10140.21905860716
-10206.03369641238
-10158.048497732887
-10165.834510422905
-10160.060447086373
-10136.746311417437
-10136.51263007515
-10124.342671782531
-10218.656907390543
-10087.50770595484
-10086.910162825086
-10166.148531091589
-10062.343319675896
-10127.017594341467
-10086.264671618897
-10066.832858311778
-10140.194004625188
-10040.899188667934
-10164.191407774828
-10117.720069348383
-10173.744485764713
-10117.654188584323
-10143.59327506979
-10096.268819439498
-10097.59356676397
-10078.709689281237
-10268.003948523537
-10090.147096992525
-10161.863652785927
-10064.157825672311
-10140.05375731644
-10156.995427898233
-10156.139397605966
-10158.75184586931
-10162.065782125595
-10163.62020672119
-10160.188346641466
-10160.9152776669
-10158.65513037673
-10160.143197855143
-10163.237228923334
-10162.381061510048
-10164.168075347625
-10164.768153132625
-10162.46530299631
-10159.467084957916
-10157.743214056924
-10158.52920644738
-10161.776190856308
-10163.109601333006
-10144.454963097307
-10118.56469765347
-10072.013258655155
-10151.192934391065
-10180.262621899026
-10147.836785454765
-10177.170705327748
-10193.508624564496
-10125.743274237017
-10118.209244873608
-10161.966595853208
-10188.894785459159
-10178.500313629218
-10163.666548963576
-10130.858949834277
-10172.048960596447
-10196.508931697075
-10100.832567870693
-10149.81874975462
-10134.637538525862
-10141.716543154555
-10138.500788929221
-10133.607742853226
